epoch,batch,all,hit
40,102400,0.112605,0.9648
40,128000,0.121463,0.9414
40,153600,0.097754,0.9648
40,179200,0.080894,0.9648
40,204800,0.150840,0.9570
41,0,0.132529,0.9375
41,25600,0.076794,0.9766
41,51200,0.113928,0.9531
41,76800,0.124015,0.9414
41,102400,0.118631,0.9688
41,128000,0.113890,0.9414
41,153600,0.101255,0.9609
41,179200,0.110551,0.9453
41,204800,0.125368,0.9648
42,0,0.131991,0.9492
42,25600,0.114978,0.9648
42,51200,0.104696,0.9648
42,76800,0.138193,0.9453
42,102400,0.115493,0.9570
42,128000,0.106535,0.9531
42,153600,0.085110,0.9648
42,179200,0.091397,0.9609
42,204800,0.141050,0.9453
43,0,0.148472,0.9336
43,25600,0.067982,0.9727
43,51200,0.099084,0.9570
43,76800,0.140620,0.9180
43,102400,0.121446,0.9609
43,128000,0.107458,0.9453
43,153600,0.087518,0.9648
43,179200,0.101317,0.9648
43,204800,0.141013,0.9453
44,0,0.119566,0.9492
44,25600,0.060827,0.9766
44,51200,0.109566,0.9531
44,76800,0.131650,0.9414
44,102400,0.115712,0.9570
44,128000,0.096462,0.9531
44,153600,0.085574,0.9648
44,179200,0.078119,0.9609
44,204800,0.163241,0.9414
45,0,0.132229,0.9453
45,25600,0.074385,0.9805
45,51200,0.106511,0.9531
45,76800,0.149642,0.9336
45,102400,0.113924,0.9609
45,128000,0.099440,0.9531
45,153600,0.087299,0.9688
45,179200,0.081513,0.9609
45,204800,0.164043,0.9492
46,0,0.128317,0.9453
46,25600,0.074374,0.9609
46,51200,0.103069,0.9570
46,76800,0.140846,0.9453
46,102400,0.112164,0.9492
46,128000,0.129707,0.9375
46,153600,0.080142,0.9688
46,179200,0.087082,0.9609
46,204800,0.150129,0.9492
47,0,0.113639,0.9414
47,25600,0.070571,0.9766
47,51200,0.112678,0.9570
47,76800,0.120895,0.9492
47,102400,0.105570,0.9609
47,128000,0.105552,0.9414
47,153600,0.096519,0.9531
47,179200,0.079114,0.9648
47,204800,0.170993,0.9531
48,0,0.106887,0.9531
48,25600,0.054941,0.9805
48,51200,0.098536,0.9609
48,76800,0.134434,0.9375
48,102400,0.114799,0.9570
48,128000,0.108332,0.9453
48,153600,0.088576,0.9570
48,179200,0.101077,0.9492
48,204800,0.139016,0.9492
49,0,0.122668,0.9375
49,25600,0.079376,0.9805
49,51200,0.097372,0.9609
49,76800,0.110405,0.9453
49,102400,0.120139,0.9570
49,128000,0.100639,0.9492
49,153600,0.090700,0.9492
49,179200,0.073947,0.9609
49,204800,0.156147,0.9570
