epoch,batch,all,hit
0,0,2.504279,0.0000
0,800,2.463776,0.1250
0,1600,2.462677,0.1250
0,2400,2.495929,0.0000
0,3200,2.495365,0.2500
0,4000,2.499687,0.0000
0,4800,2.489021,0.1250
0,5600,2.475452,0.0000
0,6400,2.500016,0.1250
0,7200,2.474557,0.1250
0,8000,2.488489,0.0000
0,8800,2.480917,0.1250
0,9600,2.484811,0.1250
0,10400,2.474525,0.0000
0,11200,2.499780,0.0000
0,12000,2.483770,0.0000
0,12800,2.489624,0.1250
0,13600,2.466943,0.1250
0,14400,2.475108,0.2500
0,15200,2.465882,0.2500
0,16000,2.474577,0.0000
0,16800,2.474091,0.1250
0,17600,2.496896,0.0000
0,18400,2.496940,0.0000
0,19200,2.457955,0.3750
0,20000,2.482800,0.1250
0,20800,2.497768,0.0000
0,21600,2.484542,0.1250
0,22400,2.480304,0.2500
0,23200,2.487520,0.2500
0,24000,2.475121,0.1250
0,24800,2.501195,0.1250
0,25600,2.490738,0.1250
0,26400,2.474839,0.2500
0,27200,2.476109,0.1250
0,28000,2.478940,0.0000
0,28800,2.481582,0.0000
0,29600,2.495899,0.0000
0,30400,2.495274,0.0000
0,31200,2.488301,0.0000
0,32000,2.500694,0.1250
0,32800,2.510254,0.0000
0,33600,2.465134,0.2500
0,34400,2.490665,0.0000
0,35200,2.483344,0.1250
0,36000,2.500259,0.0000
0,36800,2.499770,0.0000
0,37600,2.465405,0.2500
0,38400,2.490813,0.1250
0,39200,2.484261,0.0000
0,40000,2.494260,0.1250
0,40800,2.495595,0.0000
0,41600,2.503778,0.0000
0,42400,2.483321,0.0000
0,43200,2.484972,0.2500
0,44000,2.494163,0.0000
0,44800,2.487825,0.1250
0,45600,2.476506,0.1250
0,46400,2.487462,0.1250
0,47200,2.493274,0.1250
0,48000,2.502815,0.0000
0,48800,2.481554,0.1250
0,49600,2.490603,0.0000
0,50400,2.468702,0.2500
0,51200,2.482459,0.1250
0,52000,2.484568,0.1250
0,52800,2.489565,0.0000
0,53600,2.476126,0.1250
0,54400,2.482790,0.1250
0,55200,2.491007,0.0000
0,56000,2.478129,0.1250
