epoch,batch,all,hit
3,25600,0.468051,0.8594
3,32000,0.327271,0.8906
3,38400,0.280798,0.9062
3,44800,0.635523,0.8281
3,51200,0.311417,0.8438
3,57600,0.457795,0.8438
3,64000,0.275424,0.8906
3,70400,0.489676,0.8438
3,76800,0.477432,0.8594
3,83200,0.386156,0.8594
3,89600,0.471317,0.8125
3,96000,0.275340,0.8906
3,102400,0.374511,0.9062
3,108800,0.394696,0.8438
3,115200,0.426828,0.8125
3,121600,0.408451,0.8438
3,128000,0.273184,0.8750
3,134400,0.559529,0.8125
3,140800,0.255949,0.8906
3,147200,0.191579,0.9375
3,153600,0.289969,0.8906
3,160000,0.411488,0.8594
3,166400,0.536501,0.7656
3,172800,0.324798,0.8594
3,179200,0.337959,0.8281
3,185600,0.369420,0.9062
3,192000,0.242098,0.9062
3,198400,0.375795,0.8594
3,204800,0.517964,0.8438
3,211200,0.276395,0.9062
4,0,0.126837,0.9844
4,6400,0.416576,0.8438
4,12800,0.567365,0.7500
4,19200,0.473301,0.7656
4,25600,0.340888,0.8594
4,32000,0.387911,0.8438
4,38400,0.312385,0.8906
4,44800,0.655341,0.8281
4,51200,0.382395,0.8750
4,57600,0.508350,0.8281
4,64000,0.346606,0.8281
4,70400,0.438653,0.8438
4,76800,0.497838,0.8438
4,83200,0.374533,0.8594
4,89600,0.458663,0.8594
4,96000,0.310912,0.9219
4,102400,0.344629,0.8906
4,108800,0.307359,0.9062
4,115200,0.447397,0.7969
4,121600,0.449157,0.7969
4,128000,0.252983,0.8906
4,134400,0.473896,0.8438
4,140800,0.296985,0.9062
4,147200,0.239380,0.8906
4,153600,0.252886,0.9375
4,160000,0.262865,0.9062
4,166400,0.506225,0.7969
4,172800,0.267889,0.9531
4,179200,0.359679,0.8750
4,185600,0.255023,0.9219
4,192000,0.233883,0.9219
4,198400,0.342378,0.8906
4,204800,0.532151,0.8281
4,211200,0.236621,0.9219
5,0,0.159736,0.9531
5,6400,0.461182,0.8438
5,12800,0.655194,0.7500
5,19200,0.463560,0.8125
5,25600,0.401957,0.8750
5,32000,0.321129,0.8906
5,38400,0.240183,0.9062
5,44800,0.649954,0.8438
5,51200,0.372490,0.8438
5,57600,0.498686,0.8281
5,64000,0.305792,0.8906
5,70400,0.456925,0.7969
5,76800,0.486067,0.8906
5,83200,0.405970,0.8281
5,89600,0.501097,0.7812
5,96000,0.300095,0.9062
5,102400,0.328092,0.9062
5,108800,0.325825,0.8594
5,115200,0.399796,0.8281
5,121600,0.366243,0.8750
5,128000,0.279538,0.9062
5,134400,0.500399,0.8438
5,140800,0.265734,0.9219
5,147200,0.217170,0.9062
5,153600,0.267524,0.8906
5,160000,0.328082,0.8438
5,166400,0.480863,0.8125
5,172800,0.295226,0.8750
5,179200,0.335215,0.8594
5,185600,0.295290,0.9375
5,192000,0.193596,0.9219
5,198400,0.428708,0.8438
5,204800,0.403740,0.8125
5,211200,0.231851,0.8906
6,0,0.155881,0.9531
6,6400,0.391995,0.8594
