epoch,batch,all,hit
25,64000,0.214053,0.8750
25,70400,0.253645,0.9062
25,76800,0.224622,0.9062
25,83200,0.394177,0.8594
25,89600,0.262529,0.9375
25,96000,0.146041,0.9219
25,102400,0.162189,0.9375
25,108800,0.159931,0.9375
25,115200,0.218498,0.9062
25,121600,0.361370,0.8750
25,128000,0.372712,0.8906
25,134400,0.271705,0.8750
25,140800,0.142392,0.9375
25,147200,0.112562,0.9219
25,153600,0.150680,0.9375
25,160000,0.227355,0.8906
25,166400,0.308356,0.8281
25,172800,0.184571,0.9062
25,179200,0.149894,0.9062
25,185600,0.210227,0.9375
25,192000,0.123227,0.9688
25,198400,0.188736,0.9219
25,204800,0.185533,0.9375
25,211200,0.204568,0.9219
26,0,0.097328,0.9531
26,6400,0.208089,0.8906
26,12800,0.322635,0.8594
26,19200,0.303577,0.8594
26,25600,0.298432,0.9219
26,32000,0.220584,0.9219
26,38400,0.092692,0.9531
26,44800,0.401801,0.8125
26,51200,0.212086,0.9375
26,57600,0.183001,0.9219
26,64000,0.233666,0.8594
26,70400,0.249499,0.9062
26,76800,0.217855,0.9062
26,83200,0.274524,0.8906
26,89600,0.291954,0.8906
26,96000,0.148342,0.9219
26,102400,0.170891,0.9375
26,108800,0.148279,0.9375
26,115200,0.201579,0.8906
26,121600,0.304104,0.8906
26,128000,0.274226,0.9062
26,134400,0.299547,0.8438
26,140800,0.149781,0.9375
26,147200,0.129443,0.8906
26,153600,0.211397,0.8906
26,160000,0.238388,0.9062
26,166400,0.382195,0.8281
26,172800,0.265292,0.9062
26,179200,0.133323,0.9375
26,185600,0.229119,0.9375
26,192000,0.120151,0.9688
26,198400,0.271782,0.9062
26,204800,0.154963,0.9531
26,211200,0.160818,0.9375
27,0,0.105953,0.9531
27,6400,0.216233,0.9219
27,12800,0.298664,0.8750
27,19200,0.317227,0.8594
27,25600,0.312369,0.9219
27,32000,0.229899,0.9219
27,38400,0.160051,0.9531
27,44800,0.405722,0.8125
27,51200,0.191879,0.9531
27,57600,0.162604,0.9219
27,64000,0.175147,0.9062
27,70400,0.251307,0.8750
27,76800,0.244548,0.8906
