epoch,batch,all,hit
26,0,0.086405,0.9727
26,25600,0.056418,0.9766
26,51200,0.036696,0.9922
26,76800,0.101367,0.9766
26,102400,0.055263,0.9844
26,128000,0.089395,0.9688
26,153600,0.134421,0.9531
26,179200,0.069009,0.9805
26,204800,0.058095,0.9805
27,0,0.081270,0.9688
27,25600,0.073197,0.9805
27,51200,0.049684,0.9883
27,76800,0.127260,0.9570
27,102400,0.062329,0.9805
27,128000,0.067034,0.9766
27,153600,0.105240,0.9688
27,179200,0.064771,0.9805
27,204800,0.062229,0.9883
28,0,0.065938,0.9688
28,25600,0.071131,0.9688
28,51200,0.048000,0.9844
28,76800,0.120001,0.9648
28,102400,0.066258,0.9805
28,128000,0.073945,0.9766
28,153600,0.114781,0.9609
28,179200,0.060113,0.9883
28,204800,0.052146,0.9883
29,0,0.085918,0.9688
29,25600,0.055549,0.9766
29,51200,0.041927,0.9922
29,76800,0.106287,0.9648
29,102400,0.063805,0.9805
29,128000,0.064397,0.9727
29,153600,0.080318,0.9727
29,179200,0.070524,0.9844
29,204800,0.053655,0.9844
30,0,0.073171,0.9727
30,25600,0.073810,0.9727
30,51200,0.035497,0.9922
30,76800,0.101833,0.9648
30,102400,0.068382,0.9805
30,128000,0.068426,0.9844
30,153600,0.118662,0.9570
30,179200,0.063087,0.9766
30,204800,0.046597,0.9883
31,0,0.092507,0.9570
31,25600,0.058717,0.9727
31,51200,0.035613,0.9883
31,76800,0.106135,0.9766
31,102400,0.058185,0.9844
31,128000,0.072766,0.9766
31,153600,0.085755,0.9609
31,179200,0.061838,0.9805
31,204800,0.054155,0.9844
32,0,0.076986,0.9727
32,25600,0.047701,0.9805
32,51200,0.038688,0.9883
32,76800,0.104275,0.9766
32,102400,0.054651,0.9844
32,128000,0.066308,0.9766
32,153600,0.089847,0.9688
32,179200,0.067397,0.9805
32,204800,0.048063,0.9922
33,0,0.051701,0.9844
33,25600,0.053227,0.9766
33,51200,0.051902,0.9883
33,76800,0.089333,0.9688
33,102400,0.065445,0.9844
33,128000,0.055454,0.9844
33,153600,0.056612,0.9688
33,179200,0.072991,0.9805
33,204800,0.061262,0.9844
34,0,0.084085,0.9609
34,25600,0.067975,0.9727
34,51200,0.042017,0.9922
34,76800,0.098534,0.9766
34,102400,0.068674,0.9844
34,128000,0.076129,0.9766
34,153600,0.078181,0.9688
34,179200,0.053630,0.9844
34,204800,0.065271,0.9766
35,0,0.076345,0.9688
35,25600,0.054284,0.9766
35,51200,0.036159,0.9883
35,76800,0.104467,0.9648
35,102400,0.060354,0.9844
35,128000,0.060061,0.9766
35,153600,0.095266,0.9688
35,179200,0.051884,0.9844
35,204800,0.044305,0.9844
36,0,0.050271,0.9766
36,25600,0.062319,0.9805
36,51200,0.047391,0.9922
36,76800,0.107167,0.9688
36,102400,0.079864,0.9727
36,128000,0.074653,0.9805
36,153600,0.089590,0.9688
36,179200,0.063635,0.9766
36,204800,0.048827,0.9805
37,0,0.053790,0.9844
37,25600,0.049277,0.9844
37,51200,0.042346,0.9883
37,76800,0.105289,0.9727
37,102400,0.084141,0.9727
37,128000,0.059876,0.9805
37,153600,0.063767,0.9805
37,179200,0.061605,0.9766
37,204800,0.051771,0.9883
38,0,0.077625,0.9688
38,25600,0.073625,0.9688
38,51200,0.047784,0.9883
38,76800,0.084936,0.9766
38,102400,0.055865,0.9883
38,128000,0.077820,0.9688
38,153600,0.048014,0.9766
38,179200,0.069055,0.9688
38,204800,0.047638,0.9883
39,0,0.056477,0.9805
39,25600,0.040700,0.9805
39,51200,0.035349,0.9922
39,76800,0.093439,0.9688
39,102400,0.075777,0.9766
39,128000,0.063257,0.9805
39,153600,0.078209,0.9766
39,179200,0.071544,0.9844
39,204800,0.057478,0.9883
40,0,0.056524,0.9805
40,25600,0.057197,0.9766
40,51200,0.035104,0.9922
40,76800,0.097372,0.9727
40,102400,0.065340,0.9844
40,128000,0.078494,0.9766
40,153600,0.064685,0.9805
40,179200,0.057642,0.9805
40,204800,0.044746,0.9883
41,0,0.068194,0.9688
41,25600,0.055631,0.9727
41,51200,0.040506,0.9922
41,76800,0.101449,0.9648
41,102400,0.077021,0.9844
41,128000,0.071669,0.9766
41,153600,0.051769,0.9766
41,179200,0.060551,0.9727
41,204800,0.049109,0.9883
42,0,0.073672,0.9727
42,25600,0.068016,0.9727
42,51200,0.037528,0.9844
42,76800,0.121926,0.9570
42,102400,0.076935,0.9805
42,128000,0.072856,0.9805
42,153600,0.059755,0.9766
42,179200,0.068538,0.9805
42,204800,0.057654,0.9844
43,0,0.054052,0.9766
43,25600,0.061307,0.9727
43,51200,0.034500,0.9883
43,76800,0.122698,0.9609
43,102400,0.063057,0.9766
43,128000,0.055921,0.9805
43,153600,0.045578,0.9805
43,179200,0.065827,0.9883
43,204800,0.044472,0.9883
44,0,0.045674,0.9844
44,25600,0.075755,0.9688
44,51200,0.034050,0.9883
44,76800,0.082588,0.9805
44,102400,0.062340,0.9883
44,128000,0.056235,0.9766
44,153600,0.064608,0.9766
44,179200,0.064711,0.9805
44,204800,0.048339,0.9883
45,0,0.041948,0.9844
45,25600,0.050611,0.9727
45,51200,0.034836,0.9922
45,76800,0.107281,0.9727
45,102400,0.089370,0.9727
45,128000,0.055168,0.9844
45,153600,0.050102,0.9805
45,179200,0.065362,0.9805
45,204800,0.037152,0.9922
46,0,0.079314,0.9766
46,25600,0.061115,0.9766
46,51200,0.038864,0.9922
46,76800,0.103352,0.9688
46,102400,0.080278,0.9727
46,128000,0.061994,0.9805
46,153600,0.046369,0.9844
46,179200,0.059361,0.9805
46,204800,0.051337,0.9883
47,0,0.041125,0.9805
47,25600,0.041934,0.9844
47,51200,0.036859,0.9922
47,76800,0.099405,0.9688
47,102400,0.062323,0.9805
47,128000,0.064657,0.9766
47,153600,0.048104,0.9805
47,179200,0.056107,0.9883
47,204800,0.045411,0.9922
48,0,0.043013,0.9883
48,25600,0.062685,0.9727
48,51200,0.043892,0.9883
48,76800,0.100988,0.9688
48,102400,0.068548,0.9805
